partito,gender,Allineamento Politico
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
LEGA NORD,male,destra
ROSA NEL PUGNO,male,centro-sinistra
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FEDERAZIONE DEI VERDI,male,
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
SINISTRA ECOLOGIA LIBERTÀ,male,sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
ROSA NEL PUGNO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
SCELTA CIVICA,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO SOCIALISTA ITALIANO,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO SOCIALISTA ITALIANO,male,centro-sinistra
PARTITO POPOLARE ITALIANO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
RINNOVAMENTO ITALIANO,male,centro
POPOLARI UDEUR,male,centro
RINNOVAMENTO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
POPOLARI UDEUR,male,centro
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
ALLEANZA NAZIONALE,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
L'ULIVO,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FORZA ITALIA,male,centro-destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
ROSA NEL PUGNO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
POPOLARI UDEUR,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
UNIONE DI CENTRO (2002),male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
L'ULIVO,male,centro-sinistra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
NUOVO CENTRODESTRA,male,centro-destra
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO REPUBBLICANO ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO SOCIALISTA ITALIANO,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
LEGA NORD,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO POPOLARE ITALIANO,male,centro
PARTITO REPUBBLICANO ITALIANO,male,centro
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
LEGA NORD,male,destra
PARTITO POPOLARE ITALIANO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
CENTRO CRISTIANO DEMOCRATICO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO SOCIALISTA ITALIANO,male,centro-sinistra
PARTITO REPUBBLICANO ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
FEDERAZIONE DEI VERDI,male,
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
FEDERAZIONE DEI VERDI,male,
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO COMUNISTA ITALIANO,male,estrema sinistra
LEGA NORD,male,destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO POPOLARE ITALIANO,male,centro
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
PARTITO DEMOCRATICO DELLA SINISTRA,male,centro-sinistra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
ALLEANZA NAZIONALE,male,destra
CENTRO CRISTIANO DEMOCRATICO,male,centro
FUTURO E LIBERTÀ PER L'ITALIA,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
PARTITO DELLA RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male,sinistra radicale
PARTITO POPOLARE ITALIANO,male,centro
PARTITO POPOLARE ITALIANO,male,centro
PARTITO REPUBBLICANO ITALIANO,male,centro
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
L'ULIVO,male,centro-sinistra
LIBERI E UGUALI,male,sinistra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
ITALIA VIVA,male,centro
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
CORAGGIO ITALIA,male,centro-destra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
ITALIA VIVA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
LIBERI E UGUALI,male,sinistra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LIBERI E UGUALI,male,sinistra
NUOVO CENTRODESTRA,male,centro-destra
SCELTA CIVICA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
SCELTA CIVICA,male,centro
IL POPOLO DELLA LIBERTÀ,male,centro-destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
CORAGGIO ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
CENTRO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
LIBERI E UGUALI,male,sinistra
ITALIA VIVA,male,centro
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LIBERI E UGUALI,male,sinistra
LIBERI E UGUALI,male,sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
LEGA NORD,male,destra
LIBERI E UGUALI,male,sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
LIBERI E UGUALI,male,sinistra
CENTRO DEMOCRATICO,male,centro-sinistra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CORAGGIO ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA VIVA,male,centro
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CORAGGIO ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CORAGGIO ITALIA,male,centro-destra
PARTITO DEMOCRATICO,male,centro-sinistra
CENTRO DEMOCRATICO,male,centro-sinistra
CORAGGIO ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
ITALIA VIVA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA VIVA,male,centro
FORZA ITALIA,male,centro-destra
CORAGGIO ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
LIBERI E UGUALI,male,sinistra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
ITALIA VIVA,male,centro
LEGA NORD,male,destra
LIBERI E UGUALI,male,sinistra
ITALIA VIVA,male,centro
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
CORAGGIO ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
ITALIA VIVA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA VIVA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA VIVA,male,centro
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
CORAGGIO ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
CORAGGIO ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
ITALIA VIVA,male,centro
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
ITALIA VIVA,male,centro
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
LIBERI E UGUALI,male,sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
CORAGGIO ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
CENTRO DEMOCRATICO,male,centro-sinistra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
PARTITO DEMOCRATICO,male,centro-sinistra
ITALIA VIVA,male,centro
PARTITO DEMOCRATICO,male,centro-sinistra
LEGA NORD,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
FRATELLI D'ITALIA,male,destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LIBERI E UGUALI,male,sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
CORAGGIO ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
ITALIA VIVA,male,centro
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
CENTRO DEMOCRATICO,male,centro-sinistra
MOVIMENTO 5 STELLE,male,trasversalismo
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
CORAGGIO ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
FORZA ITALIA,male,centro-destra
FORZA ITALIA,male,centro-destra
LEGA NORD,male,destra
LEGA NORD,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
LEGA NORD,male,destra
PARTITO DEMOCRATICO,male,centro-sinistra
PARTITO DEMOCRATICO,male,centro-sinistra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
FRATELLI D'ITALIA,male,destra
MOVIMENTO 5 STELLE,male,trasversalismo
LEGA NORD,male,destra
LEGA NORD,male,destra
